source	relation	target	gt	type	AllYes	AllNo	AllRandom
chopin_1	subordinate_instance_of	author_1	1	P	1.0	0.0	0.94
exit_1	has_instance	depart_1	1	P	1.0	0.0	0.6
draw_up_2	type_of	straighten_3	1	P	1.0	0.0	0.97
ship_6	domain_region	harborage_1	1	P	1.0	0.0	0.52
opinion_5	has_instance	fatwa_1	1	P	1.0	0.0	0.06
richard_roe_1	type_of	party_6	1	P	1.0	0.0	0.93
ear_doctor_1	type_of	medical_specialist_1	1	P	1.0	0.0	0.7
klebsiella_1	type_of	enteric_bacteria_1	1	P	1.0	0.0	0.87
stockbroker_belt_1	type_of	suburb_1	1	P	1.0	0.0	0.48
declare_1	has_instance	account_4	1	P	1.0	0.0	0.43
genus_hirundo_1	member_meronym	barn_swallow_1	1	P	1.0	0.0	0.55
redemption_2	type_of	quittance_2	1	P	1.0	0.0	0.07
t_cell_1	type_of	lymph_cell_1	1	P	1.0	0.0	0.41
pike_3	has_part	spear_point_1	1	P	1.0	0.0	0.88
ixodes_neotomae_1	type_of	hard_tick_1	1	P	1.0	0.0	0.02
occasion_6	type_of	chance_3	1	P	1.0	0.0	0.4
tenterhook_1	part_of	tenter_1	1	P	1.0	0.0	0.57
mineral_1	has_instance	graphic_tellurium_1	1	P	1.0	0.0	0.75
ironing_1	type_of	garment_2	1	P	1.0	0.0	0.15
maya_1	has_instance	quiche_1	1	P	1.0	0.0	0.56
helping_1	type_of	small_indefinite_amount_1	1	P	1.0	0.0	0.26
social_unit_1	has_instance	family_1	1	P	1.0	0.0	0.21
law_enforcement_1	type_of	enforcement_1	1	P	1.0	0.0	0.24
eyeball_2	type_of	capsule_5	1	P	1.0	0.0	0.34
steak_1	type_of	cut_28	1	P	1.0	0.0	0.81
trial_court_1	type_of	court_3	1	P	1.0	0.0	0.26
garment_2	has_instance	skirt_6	1	P	1.0	0.0	0.08
enmity_2	has_instance	antagonism_3	1	P	1.0	0.0	0.92
aim_2	has_instance	final_cause_1	1	P	1.0	0.0	0.89
america_1	has_part	west_3	1	P	1.0	0.0	0.32
appeal_5	type_of	legal_proceeding_1	1	P	1.0	0.0	0.14
frost_1	subordinate_instance_of	poet_1	1	P	1.0	0.0	0.97
cry_2	has_instance	mewl_1	1	P	1.0	0.0	0.6
boy_orator_of_the_platte_1	subordinate_instance_of	attorney_1	1	P	1.0	0.0	0.27
spot_17	type_of	lamp_1	1	P	1.0	0.0	0.35
crete_1	part_of	ellas_1	1	P	1.0	0.0	0.04
marketing_1	has_instance	hawking_1	1	P	1.0	0.0	0.37
impediment_2	has_instance	encumbrance_3	1	P	1.0	0.0	0.06
belting_1	part_of	belt_4	1	P	1.0	0.0	0.32
energid_1	type_of	body_part_1	1	P	1.0	0.0	0.63
genus_ophioglossum_1	type_of	fern_genus_1	1	P	1.0	0.0	0.87
rosid_dicot_genus_1	has_instance	genus_sium_1	1	P	1.0	0.0	0.49
character_1	has_instance	argonaut_1	1	P	1.0	0.0	0.76
habitation_1	has_instance	den_1	1	P	1.0	0.0	0.28
accent_2	type_of	articulate_1	1	P	1.0	0.0	0.48
fish_family_1	has_instance	anguillidae_1	1	P	1.0	0.0	0.23
muscle_3	domain_region	tone_13	1	P	1.0	0.0	0.06
hystricomorpha_1	member_meronym	family_hystricidae_1	1	P	1.0	0.0	0.46
cockroach_1	type_of	dictyopterous_insect_1	1	P	1.0	0.0	0.56
expressive_style_1	has_instance	grandiloquence_1	1	P	1.0	0.0	0.59
family_luvaridae_1	member_meronym	genus_luvarus_1	1	P	1.0	0.0	0.04
agelaius_1	type_of	bird_genus_1	1	P	1.0	0.0	0.41
special_forces_1	part_of	army_2	1	P	1.0	0.0	0.12
cranberry_2	part_of	american_cranberry_1	1	P	1.0	0.0	0.98
cramp_2	has_instance	charley_horse_1	1	P	1.0	0.0	0.37
charadrii_1	type_of	animal_order_1	1	P	1.0	0.0	0.69
family_procyonidae_1	member_meronym	bassariscus_1	1	P	1.0	0.0	0.17
family_oleaceae_1	member_meronym	genus_phillyrea_1	1	P	1.0	0.0	0.68
town_1	has_instance	tuscaloosa_1	1	P	1.0	0.0	0.84
organisation_3	has_instance	hierarchy_2	1	P	1.0	0.0	0.31
wardrobe_2	part_of	article_of_clothing_1	1	P	1.0	0.0	0.49
wool_1	type_of	cloth_1	1	P	1.0	0.0	0.87
lipidosis_1	has_instance	niemann_pick_disease_1	1	P	1.0	0.0	0.79
portuguese_2	type_of	european_1	1	P	1.0	0.0	0.05
crawdad_1	type_of	shellfish_1	1	P	1.0	0.0	0.66
act_of_terrorism_1	has_instance	chemical_terrorism_1	1	P	1.0	0.0	0.35
molding_2	has_instance	conge_1	1	P	1.0	0.0	0.28
hyperthermia_1	type_of	physiological_condition_1	1	P	1.0	0.0	0.2
circularise_1	type_of	canvas_1	1	P	1.0	0.0	0.85
alaska_cedar_1	type_of	cedar_1	1	P	1.0	0.0	0.96
albizia_1	has_instance	albizia_saman_1	1	P	1.0	0.0	0.69
instrument_4	type_of	device_1	1	P	1.0	0.0	0.27
inborn_reflex_1	has_instance	mydriasis_1	1	P	1.0	0.0	0.07
new_zealand_honeysuckle_1	type_of	angiospermous_tree_1	1	P	1.0	0.0	0.93
fabrication_3	type_of	creating_from_raw_materials_1	1	P	1.0	0.0	0.63
berth_2	type_of	fasten_1	1	P	1.0	0.0	0.59
hausmannite_1	type_of	mineral_1	1	P	1.0	0.0	0.26
address_6	has_part	introduction_1	1	P	1.0	0.0	0.05
braincase_1	has_part	frontal_suture_1	1	P	1.0	0.0	0.94
transfer_15	has_instance	quitclaim_1	1	P	1.0	0.0	0.9
africa_1	has_part	guine_bissau_1	1	P	1.0	0.0	0.14
lizard_1	has_instance	monitor_6	1	P	1.0	0.0	0.22
enviousness_1	has_instance	penis_envy_1	1	P	1.0	0.0	0.5
bharat_1	domain_topic	national_volunteers_association_1	1	P	1.0	0.0	0.32
family_helvellaceae_1	member_meronym	lorchel_1	1	P	1.0	0.0	0.97
micro_organism_1	has_instance	protist_1	1	P	1.0	0.0	0.78
mexico_1	has_part	colima_1	1	P	1.0	0.0	0.09
boat_1	has_instance	cutter_3	1	P	1.0	0.0	0.53
jurisprudence_2	domain_region	civil_right_1	1	P	1.0	0.0	0.11
loss_2	type_of	transferred_possession_1	1	P	1.0	0.0	0.45
ethocaine_1	type_of	local_2	1	P	1.0	0.0	0.86
bush_1	has_instance	african_hemp_1	1	P	1.0	0.0	0.37
set_26	has_instance	quintet_1	1	P	1.0	0.0	0.35
herb_1	has_instance	bellflower_1	1	P	1.0	0.0	0.46
double_salt_1	has_instance	alum_2	1	P	1.0	0.0	0.4
congius_1	part_of	firkin_1	1	P	1.0	0.0	0.01
sphecoidea_1	type_of	arthropod_family_1	1	P	1.0	0.0	0.31
south_american_1	has_instance	brazilian_1	1	P	1.0	0.0	0.9
period_1	has_instance	epipaleolithic_1	1	P	1.0	0.0	0.7
family_pteroclididae_1	member_meronym	genus_syrrhaptes_1	1	P	1.0	0.0	0.29
stratum_lucidum_1	part_of	cuticle_1	1	P	1.0	0.0	0.08
place_kick_2	type_of	kick_6	1	P	1.0	0.0	0.93
air_6	has_instance	light_breeze_1	1	P	1.0	0.0	0.98
fungus_1	has_instance	claviceps_purpurea_1	1	P	1.0	0.0	0.93
test_11	type_of	experiment_3	1	P	1.0	0.0	0.45
genus_taraxacum_1	type_of	asterid_dicot_genus_1	1	P	1.0	0.0	0.19
number_8	has_instance	integer_1	1	P	1.0	0.0	0.98
john_knox_1	subordinate_instance_of	historian_1	1	P	1.0	0.0	0.56
paterfamilias_1	type_of	adult_male_1	1	P	1.0	0.0	0.49
invertebrate_1	has_instance	peanut_worm_1	1	P	1.0	0.0	0.84
fish_genus_1	has_instance	genus_melanogrammus_1	1	P	1.0	0.0	0.48
sentimentalism_1	type_of	expression_5	1	P	1.0	0.0	0.26
macedonian_1	has_instance	seleucus_1	1	P	1.0	0.0	0.18
genus_synchytrium_1	member_meronym	pond_scum_parasite_1	1	P	1.0	0.0	0.85
aster_family_1	member_meronym	genus_pilosella_1	1	P	1.0	0.0	0.84
sledder_1	type_of	athlete_1	1	P	1.0	0.0	0.17
permutation_1	type_of	fluctuation_2	1	P	1.0	0.0	0.76
actuation_1	has_instance	dribble_5	1	P	1.0	0.0	0.68
fastener_2	has_instance	lock_9	1	P	1.0	0.0	0.63
araliaceae_1	member_meronym	genus_hedera_1	1	P	1.0	0.0	0.17
acapulco_1	subordinate_instance_of	port_5	1	P	1.0	0.0	0.58
be_1	has_instance	account_1	1	P	1.0	0.0	0.66
malaria_1	type_of	protozoal_infection_1	1	P	1.0	0.0	0.35
construction_3	has_instance	divider_3	1	P	1.0	0.0	0.52
electric_drill_1	has_part	electric_motor_1	1	P	1.0	0.0	0.44
comfort_station_1	type_of	facility_4	1	P	1.0	0.0	0.36
soul_5	type_of	gospel_2	1	P	1.0	0.0	0.56
attend_1	type_of	accompany_1	1	P	1.0	0.0	0.53
anchor_1	type_of	fasten_1	1	P	1.0	0.0	0.16
light_microscope_1	has_part	eyepiece_1	1	P	1.0	0.0	0.46
time_10	has_instance	biological_time_1	1	P	1.0	0.0	0.27
republic_of_tajikistan_1	has_part	pamir_mountains_1	1	P	1.0	0.0	0.97
herb_2	has_instance	common_fennel_1	1	P	1.0	0.0	0.4
wood_1	has_instance	true_tulipwood_1	1	P	1.0	0.0	0.22
anjou_1	subordinate_instance_of	french_region_1	1	P	1.0	0.0	0.73
gauge_boson_1	has_instance	photon_1	1	P	1.0	0.0	0.57
sodium_bichromate_1	type_of	salt_3	1	P	1.0	0.0	0.96
salad_1	type_of	dish_3	1	P	1.0	0.0	0.3
comestible_2	similar_to	pareve_1	1	P	1.0	0.0	0.06
weed_2	has_instance	cockle_bur_1	1	P	1.0	0.0	0.54
book_fair_1	type_of	fair_3	1	P	1.0	0.0	0.68
carry_12	type_of	have_1	1	P	1.0	0.0	0.3
theatrical_producer_1	type_of	producer_2	1	P	1.0	0.0	0.19
argentina_1	has_part	patagonia_1	1	P	1.0	0.0	0.75
finance_3	has_instance	banking_2	1	P	1.0	0.0	0.1
jurist_1	has_instance	holmes_1	1	P	1.0	0.0	0.95
change_1	has_instance	acetylate_1	1	P	1.0	0.0	0.2
hearing_4	has_instance	auscultation_1	1	P	1.0	0.0	0.61
commission_2	has_instance	conservancy_1	1	P	1.0	0.0	0.21
cypriniform_fish_1	has_instance	electric_eel_1	1	P	1.0	0.0	0.67
kangaroo_mouse_2	type_of	jerboa_rat_1	1	P	1.0	0.0	0.99
grassland_1	type_of	parcel_5	1	P	1.0	0.0	0.19
arteria_uterina_1	part_of	uterus_1	1	P	1.0	0.0	0.06
certificate_3	has_instance	probate_3	1	P	1.0	0.0	0.73
coneflower_1	has_instance	black_eyed_susan_3	1	P	1.0	0.0	0.69
music_1	domain_region	slur_5	1	P	1.0	0.0	0.39
division_eubacteria_1	member_meronym	myxobacterales_1	1	P	1.0	0.0	0.37
combretaceae_1	member_meronym	dhava_1	1	P	1.0	0.0	0.96
huambo_1	subordinate_instance_of	city_1	1	P	1.0	0.0	0.86
hardness_1	type_of	body_4	1	P	1.0	0.0	0.63
cobblers_2	type_of	ball_2	1	P	1.0	0.0	0.19
oas_1	member_meronym	grenada_1	1	P	1.0	0.0	0.48
countersign_1	type_of	positive_identification_1	1	P	1.0	0.0	0.87
break_30	type_of	come_about_1	1	P	1.0	0.0	0.4
polecat_1	has_instance	little_spotted_skunk_1	1	P	1.0	0.0	0.36
current_assets_1	type_of	assets_1	1	P	1.0	0.0	0.61
declaration_5	has_instance	joint_resolution_1	1	P	1.0	0.0	0.04
dasypus_novemcinctus_1	type_of	armadillo_1	1	P	1.0	0.0	0.85
archeological_site_1	type_of	land_site_1	1	P	1.0	0.0	0.22
money_dealer_1	type_of	individual_1	1	P	1.0	0.0	0.54
skeletal_muscle_1	has_instance	gastrocnemius_1	1	P	1.0	0.0	0.75
order_strigiformes_1	member_meronym	family_tytonidae_1	1	P	1.0	0.0	0.88
danger_3	has_instance	endangerment_1	1	P	1.0	0.0	0.54
apis_mellifera_1	type_of	bee_1	1	P	1.0	0.0	0.06
quadruped_1	has_part	animal_leg_1	1	P	1.0	0.0	0.7
coelenterate_genus_1	has_instance	genus_nanomia_1	1	P	1.0	0.0	0.54
cricify_1	type_of	check_4	1	P	1.0	0.0	0.83
credits_1	type_of	acknowledgement_2	1	P	1.0	0.0	0.2
lone_star_state_1	has_part	dallas_1	1	P	1.0	0.0	0.95
genus_tinea_1	type_of	arthropod_genus_1	1	P	1.0	0.0	0.89
racecourse_1	has_instance	circuit_4	1	P	1.0	0.0	0.39
purace_1	part_of	colombia_1	1	P	1.0	0.0	0.96
space_3	has_instance	hole_1	1	P	1.0	0.0	0.55
example_3	type_of	ideal_1	1	P	1.0	0.0	0.84
bar_2	type_of	implement_4	1	P	1.0	0.0	0.02
info_1	type_of	content_3	1	P	1.0	0.0	0.92
bolt_6	type_of	lightning_1	1	P	1.0	0.0	0.35
motor_2	has_instance	electric_motor_1	1	P	1.0	0.0	0.36
be_given_1	has_instance	gravitate_1	1	P	1.0	0.0	0.52
capital_of_minnesota_1	subordinate_instance_of	state_capital_1	1	P	1.0	0.0	0.1
ash_key_1	type_of	seed_9	1	P	1.0	0.0	0.75
material_1	has_instance	chemical_1	1	P	1.0	0.0	0.39
raise_1	type_of	resuscitate_1	1	P	1.0	0.0	0.21
shirtfront_1	type_of	front_4	1	P	1.0	0.0	0.63
largemouth_bass_1	part_of	largemouth_1	1	P	1.0	0.0	0.66
gallus_2	type_of	bird_genus_1	1	P	1.0	0.0	0.84
exhaust_manifold_1	part_of	exhaust_6	1	P	1.0	0.0	0.63
war_2	has_instance	napoleonic_wars_1	1	P	1.0	0.0	0.61
wing_5	member_meronym	squadron_2	1	P	1.0	0.0	0.51
pleiades_1	member_meronym	asterope_1	1	P	1.0	0.0	0.46
eye_1	has_part	musculus_sphincter_pupillae_1	1	P	1.0	0.0	0.48
boletaceae_1	type_of	fungus_family_1	1	P	1.0	0.0	0.59
prosperity_1	has_instance	boom_3	1	P	1.0	0.0	0.48
spice_1	type_of	alter_1	1	P	1.0	0.0	0.76
clean_4	type_of	be_1	1	P	1.0	0.0	0.91
airway_1	part_of	respiratory_system_1	1	P	1.0	0.0	0.25
in_law_1	has_instance	father_in_law_1	1	P	1.0	0.0	0.7
buzz_2	has_instance	pullulate_1	1	P	1.0	0.0	0.98
adenium_1	type_of	dicot_genus_1	1	P	1.0	0.0	0.04
annona_diversifolia_1	has_part	ilama_2	1	P	1.0	0.0	0.8
psychiatry_1	domain_region	rationalisation_1	1	P	1.0	0.0	0.82
edible_nut_1	has_instance	cob_1	1	P	1.0	0.0	0.42
consort_4	has_instance	francoise_d_aubigne_1	1	P	1.0	0.0	0.03
britain_1	domain_topic	spinney_1	1	P	1.0	0.0	0.98
dragon_1	type_of	disagreeable_woman_1	1	P	1.0	0.0	0.68
hot_springs_1	subordinate_instance_of	town_1	1	P	1.0	0.0	0.1
hanging_1	has_instance	arras_1	1	P	1.0	0.0	0.8
medical_specialty_1	has_instance	bacteriology_1	1	P	1.0	0.0	0.49
aster_family_1	member_meronym	genus_matricaria_1	1	P	1.0	0.0	0.3
nyctereutes_procyonides_1	type_of	wild_dog_1	1	P	1.0	0.0	0.42
rambotan_2	type_of	edible_fruit_1	1	P	1.0	0.0	0.82
corixidae_1	type_of	arthropod_family_1	1	P	1.0	0.0	0.38
genus_narcissus_1	type_of	liliid_monocot_genus_1	1	P	1.0	0.0	0.68
logic_3	domain_region	elicit_3	1	P	1.0	0.0	0.46
dribble_3	type_of	flow_7	1	P	1.0	0.0	0.0
weight_9	has_instance	cattie_1	1	P	1.0	0.0	0.01
individual_1	has_instance	ladino_1	1	P	1.0	0.0	0.97
elephantidae_1	member_meronym	genus_loxodonta_1	1	P	1.0	0.0	0.05
mccartney_1	subordinate_instance_of	ballad_maker_1	1	P	1.0	0.0	0.12
stream_6	type_of	body_of_water_1	1	P	1.0	0.0	0.93
gloucester_2	subordinate_instance_of	city_1	1	P	1.0	0.0	0.77
coefficient_of_correlation_1	has_instance	pearson_product_moment_correlation_coefficient_1	1	P	1.0	0.0	1.0
menthol_1	type_of	chemical_compound_1	1	P	1.0	0.0	0.06
milliwatt_1	type_of	power_unit_1	1	P	1.0	0.0	0.77
experience_7	has_part	high_point_1	1	P	1.0	0.0	0.83
colorado_plateau_1	has_part	grand_canyon_1	1	P	1.0	0.0	0.93
necessitarian_1	type_of	philosopher_1	1	P	1.0	0.0	0.97
bryce_canyon_national_park_1	subordinate_instance_of	national_park_1	1	P	1.0	0.0	0.97
scad_1	has_instance	cigarfish_1	1	P	1.0	0.0	0.36
genus_prociphilus_1	type_of	arthropod_genus_1	1	P	1.0	0.0	0.75
feast_6	has_instance	potlatch_1	1	P	1.0	0.0	0.22
crucifer_1	has_instance	brassica_oleracea_gemmifera_1	1	P	1.0	0.0	0.03
america_1	has_part	ar_2	1	P	1.0	0.0	0.6
asterid_dicot_genus_1	has_instance	galium_1	1	P	1.0	0.0	0.66
san_juan_1	subordinate_instance_of	city_1	1	P	1.0	0.0	0.27
bluegrass_state_1	has_part	cumberland_2	1	P	1.0	0.0	0.26
cognition_1	has_instance	structure_4	1	P	1.0	0.0	0.89
constitution_of_the_united_states_1	has_part	advice_and_consent_1	1	P	1.0	0.0	0.32
bunt_1	type_of	hit_1	1	P	1.0	0.0	0.27
opossum_1	has_instance	brush_tailed_phalanger_1	1	P	1.0	0.0	0.22
cereal_2	has_instance	indian_rice_1	1	P	1.0	0.0	0.68
save_10	type_of	bar_4	1	P	1.0	0.0	0.72
earnings_1	type_of	income_1	1	P	1.0	0.0	0.01
reticulation_1	type_of	formation_6	1	P	1.0	0.0	0.94
carbon_tet_1	type_of	dissolvent_1	1	P	1.0	0.0	0.25
cut_28	has_instance	cut_of_beef_1	1	P	1.0	0.0	0.56
genus_uropsilus_1	member_meronym	asiatic_shrew_mole_1	1	P	1.0	0.0	0.7
genus_hermannia_1	type_of	dilleniid_dicot_genus_1	1	P	1.0	0.0	0.62
bridge_1	type_of	connect_1	1	P	1.0	0.0	0.67
choreography_1	type_of	dance_5	1	P	1.0	0.0	0.12
linguistics_1	domain_region	descriptor_1	1	P	1.0	0.0	0.66
pendant_1	part_of	drop_earring_1	1	P	1.0	0.0	0.35
grand_dragon_1	type_of	chief_1	1	P	1.0	0.0	0.91
debit_card_1	has_part	magnetic_stripe_1	1	P	1.0	0.0	0.45
genus_chrysanthemum_1	member_meronym	chop_suey_greens_1	1	P	1.0	0.0	0.59
kernite_1	type_of	mineral_1	1	P	1.0	0.0	0.01
satisfactory_1	similar_to	cheering_1	1	P	1.0	0.0	0.79
sole_5	has_instance	lemon_sole_4	1	P	1.0	0.0	0.04
jurisprudence_2	domain_region	moot_2	1	P	1.0	0.0	0.87
calomel_1	type_of	chloride_1	1	P	1.0	0.0	0.09
cockle_1	type_of	flow_1	1	P	1.0	0.0	0.69
presidency_2	type_of	berth_1	1	P	1.0	0.0	0.73
revoke_1	type_of	play_1	1	P	1.0	0.0	0.83
limbic_brain_1	has_part	fornix_2	1	P	1.0	0.0	0.61
chromosome_mapping_1	type_of	procedure_1	1	P	1.0	0.0	0.54
allspice_1	has_part	allspice_1	1	P	1.0	0.0	0.95
hive_away_1	has_instance	hive_1	1	P	1.0	0.0	0.51
mastotermes_darwiniensis_1	type_of	termite_1	1	P	1.0	0.0	0.36
chromosomal_aberration_1	has_instance	trisomy_1	1	P	1.0	0.0	0.05
drawing_room_1	type_of	reception_room_1	1	P	1.0	0.0	0.91
judaism_2	domain_region	mitsvah_1	1	P	1.0	0.0	0.04
springfield_2	part_of	missouri_1	1	P	1.0	0.0	0.83
rearguard_1	type_of	detachment_4	1	P	1.0	0.0	0.66
city_1	has_instance	macon_1	1	P	1.0	0.0	0.78
electrode_1	has_instance	emitter_1	1	P	1.0	0.0	0.32
book_of_deuteronomy_1	has_part	mezuza_1	1	P	1.0	0.0	0.74
grecian_1	type_of	european_1	1	P	1.0	0.0	0.54
herb_1	has_instance	bleeding_heart_1	1	P	1.0	0.0	0.99
water_vapor_1	type_of	vapor_1	1	P	1.0	0.0	0.78
finance_company_1	type_of	nondepository_financial_institution_1	1	P	1.0	0.0	0.11
river_1	has_instance	saint_john_2	1	P	1.0	0.0	0.74
rosid_dicot_genus_1	has_instance	genus_acacia_1	1	P	1.0	0.0	0.15
bush_1	has_instance	flame_pea_1	1	P	1.0	0.0	0.69
militiaman_1	type_of	soldier_2	1	P	1.0	0.0	0.77
dag_1	part_of	hectogram_1	1	P	1.0	0.0	0.85
creeper_3	has_instance	american_creeper_1	1	P	1.0	0.0	0.78
kazak_1	subordinate_instance_of	asian_country_1	1	P	1.0	0.0	0.48
genus_salpa_1	member_meronym	salp_1	1	P	1.0	0.0	0.06
bombacaceae_1	member_meronym	genus_pseudobombax_1	1	P	1.0	0.0	0.28
h2o_1	part_of	flake_3	1	P	1.0	0.0	0.67
foreskin_1	type_of	cutis_1	1	P	1.0	0.0	0.98
quarter_day_1	has_instance	pentecost_1	1	P	1.0	0.0	0.78
railroad_4	has_instance	standard_gauge_1	1	P	1.0	0.0	0.63
walk_3	type_of	accompany_2	1	P	1.0	0.0	0.61
memorial_3	has_instance	gravestone_1	1	P	1.0	0.0	0.92
araucaria_family_1	type_of	gymnosperm_family_1	1	P	1.0	0.0	0.77
finish_line_1	type_of	line_25	1	P	1.0	0.0	0.26
alveolus_2	type_of	socket_1	1	P	1.0	0.0	0.89
genus_lavandula_1	member_meronym	lavender_1	1	P	1.0	0.0	0.04
fiddler_1	type_of	instrumentalist_1	1	P	1.0	0.0	0.26
rump_roast_1	part_of	rump_2	1	P	1.0	0.0	0.01
highway_1	has_part	traffic_lane_1	1	P	1.0	0.0	0.51
commend_1	type_of	advert_3	1	P	1.0	0.0	0.1
eutherian_1	has_instance	colugo_1	1	P	1.0	0.0	0.78
net_ton_1	type_of	avoirdupois_unit_1	1	P	1.0	0.0	0.01
oil_1	type_of	cover_1	1	P	1.0	0.0	0.67
man_12	type_of	game_equipment_1	1	P	1.0	0.0	0.4
oscines_1	member_meronym	family_timaliidae_1	1	P	1.0	0.0	0.32
freshwater_fish_1	has_instance	lake_trout_1	1	P	1.0	0.0	0.16
angola_1	has_part	huambo_1	1	P	1.0	0.0	0.61
browse_3	type_of	reading_1	1	P	1.0	0.0	0.5
childhood_1	has_part	latency_period_1	1	P	1.0	0.0	0.23
molokai_1	subordinate_instance_of	island_1	1	P	1.0	0.0	0.2
family_rhyniaceae_1	member_meronym	genus_horneophyton_1	1	P	1.0	0.0	0.06
vegetable_1	has_instance	plantain_3	1	P	1.0	0.0	0.45
heraldry_2	has_instance	arms_2	1	P	1.0	0.0	0.58
musical_note_1	has_instance	subdominant_1	1	P	1.0	0.0	0.46
chrysopidae_1	type_of	arthropod_family_1	1	P	1.0	0.0	0.53
tannoy_1	type_of	loudspeaker_1	1	P	1.0	0.0	0.39
genus_vicia_1	member_meronym	tare_1	1	P	1.0	0.0	0.78
anaesthetic_1	has_instance	intravenous_anesthetic_1	1	P	1.0	0.0	0.92
genus_hedeoma_1	type_of	asterid_dicot_genus_1	1	P	1.0	0.0	0.72
activity_1	has_instance	aid_2	1	P	1.0	0.0	0.47
vespertilian_bat_1	has_instance	euderma_maculata_1	1	P	1.0	0.0	0.34
react_1	has_instance	accept_2	1	P	1.0	0.0	0.72
fungus_genus_1	has_instance	alectoria_1	1	P	1.0	0.0	0.96
toe_3	type_of	hit_1	1	P	1.0	0.0	0.77
domestic_terrorism_1	type_of	act_of_terrorism_1	1	P	1.0	0.0	0.55
ibadan_1	part_of	federal_republic_of_nigeria_1	1	P	1.0	0.0	0.13
calculate_1	has_instance	budget_1	1	P	1.0	0.0	0.47
aphis_1	member_meronym	aphis_pomi_1	1	P	1.0	0.0	0.57
ball_4	has_instance	clew_1	1	P	1.0	0.0	0.74
despoil_1	has_instance	deplume_1	1	P	1.0	0.0	0.51
phalaropus_fulicarius_1	type_of	phalarope_1	1	P	1.0	0.0	0.23
hyaena_1	has_instance	crocuta_crocuta_1	1	P	1.0	0.0	0.53
oil_palm_1	has_part	palm_kernel_1	1	P	1.0	0.0	0.4
infundibulum_1	type_of	anatomical_structure_1	1	P	1.0	0.0	0.45
soft_3	similar_to	dull_1	1	P	1.0	0.0	0.33
fish_family_1	has_instance	family_kasuwonidae_1	1	P	1.0	0.0	0.23
polianthes_tuberosa_1	type_of	flower_2	1	P	1.0	0.0	0.62
genus_macropus_1	member_meronym	common_wallaby_1	1	P	1.0	0.0	0.81
middle_west_1	has_part	hawkeye_state_1	1	P	1.0	0.0	1.0
enlightenment_1	type_of	education_2	1	P	1.0	0.0	0.57
eyeball_2	part_of	eye_1	1	P	1.0	0.0	0.09
gymnosperm_family_1	has_instance	family_taxaceae_1	1	P	1.0	0.0	0.43
wild_flower_1	type_of	wilding_1	1	P	1.0	0.0	0.29
commelinales_1	member_meronym	family_mayacaceae_1	1	P	1.0	0.0	0.95
drab_1	similar_to	dull_8	1	P	1.0	0.0	0.7
genus_pinctada_1	member_meronym	pearl_oyster_1	1	P	1.0	0.0	0.91
al_madinah_1	part_of	kingdom_of_saudi_arabia_1	1	P	1.0	0.0	0.78
melodic_1	similar_to	dulcet_1	1	P	1.0	0.0	0.22
town_1	has_instance	mason_city_1	1	P	1.0	0.0	0.98
sericterium_1	part_of	silkworm_1	1	P	1.0	0.0	0.57
bird_genus_1	has_instance	chlorura_1	1	P	1.0	0.0	0.28
centrarchidae_1	member_meronym	genus_pomoxis_1	1	P	1.0	0.0	0.06
accounting_2	has_instance	balance_of_international_payments_1	1	P	1.0	0.0	0.34
regret_4	type_of	inform_1	1	P	1.0	0.0	0.91
split_11	subordinate_instance_of	city_1	1	P	1.0	0.0	0.6
manipur_1	subordinate_instance_of	province_1	1	P	1.0	0.0	0.35
interpreter_3	has_instance	bagman_1	1	P	1.0	0.0	0.27
chrysopsis_villosa_1	type_of	wild_flower_1	1	P	1.0	0.0	0.98
furnish_1	has_instance	costume_1	1	P	1.0	0.0	0.4
family_serranidae_1	member_meronym	genus_rypticus_1	1	P	1.0	0.0	0.9
ascend_1	type_of	accede_2	1	P	1.0	0.0	0.2
extoller_1	type_of	communicator_1	1	P	1.0	0.0	0.46
fire_9	type_of	burning_3	1	P	1.0	0.0	0.96
cercidiphyllaceae_1	type_of	magnoliid_dicot_family_1	1	P	1.0	0.0	0.18
ineffectiveness_1	type_of	impotence_1	1	P	1.0	0.0	0.5
breeder_reactor_1	has_part	blanket_3	1	P	1.0	0.0	0.55
plane_1	type_of	cut_1	1	P	1.0	0.0	0.26
homo_sapiens_neanderthalensis_1	type_of	homo_2	1	P	1.0	0.0	0.29
plant_order_1	has_instance	order_sphagnales_1	1	P	1.0	0.0	0.45
automotive_vehicle_1	has_part	windscreen_wiper_1	1	P	1.0	0.0	0.64
magnoliid_dicot_genus_1	has_instance	genus_nymphaea_1	1	P	1.0	0.0	0.87
roman_building_1	type_of	building_1	1	P	1.0	0.0	0.1
program_7	has_instance	bill_2	1	P	1.0	0.0	0.47
corn_oil_1	part_of	corn_2	1	P	1.0	0.0	0.48
cartel_1	has_instance	oil_cartel_1	1	P	1.0	0.0	0.38
recycle_2	has_instance	reclaim_1	1	P	1.0	0.0	0.53
samoa_2	part_of	polynesia_1	1	P	1.0	0.0	0.91
armed_forces_1	domain_region	attack_submarine_1	1	P	1.0	0.0	0.15
bid_2	has_instance	challenge_2	1	P	1.0	0.0	0.33
football_1	domain_region	yard_marker_1	1	P	1.0	0.0	0.99
net_7	type_of	goal_2	1	P	1.0	0.0	0.59
tongue_9	part_of	boot_3	1	P	1.0	0.0	0.23
