technique	threshold	relation	metric	value
50changed	0.3	people__marriage_union_type__unions_of_this_type-people__marriage__spouse	recall	None
50changed	0.3	people__marriage_union_type__unions_of_this_type-people__marriage__spouse	f1	None
50changed	0.3	music__genre__parent_genre	precision	1.0
50changed	0.3	music__genre__parent_genre	recall	1.0
50changed	0.3	music__genre__parent_genre	f1	1.0
50changed	0.3	film__film_distributor__films_distributed-film__film_film_distributor_relationship__film	precision	0.5
50changed	0.3	film__film_distributor__films_distributed-film__film_film_distributor_relationship__film	recall	1.0
50changed	0.3	film__film_distributor__films_distributed-film__film_film_distributor_relationship__film	f1	0.6666666666666666
50changed	0.3	olympics__olympic_participating_country__olympics_participated_in	precision	0.0
50changed	0.3	olympics__olympic_participating_country__olympics_participated_in	recall	None
50changed	0.3	olympics__olympic_participating_country__olympics_participated_in	f1	None
50changed	0.3	base__popstra__celebrity__vacations_in-base__popstra__vacation_choice__location	precision	1.0
50changed	0.3	base__popstra__celebrity__vacations_in-base__popstra__vacation_choice__location	recall	1.0
50changed	0.3	base__popstra__celebrity__vacations_in-base__popstra__vacation_choice__location	f1	1.0
50changed	0.3	film__film__distributors-film__film_film_distributor_relationship__distributor	precision	1.0
50changed	0.3	film__film__distributors-film__film_film_distributor_relationship__distributor	recall	0.3333333333333333
50changed	0.3	film__film__distributors-film__film_film_distributor_relationship__distributor	f1	0.5
50changed	0.3	award__award_winner__awards_won-award__award_honor__honored_for	precision	None
50changed	0.3	award__award_winner__awards_won-award__award_honor__honored_for	recall	None
50changed	0.3	award__award_winner__awards_won-award__award_honor__honored_for	f1	None
50changed	0.3	award__award_category__nominees-award__award_nomination__award_nominee	precision	0.5
50changed	0.3	award__award_category__nominees-award__award_nomination__award_nominee	recall	0.3333333333333333
50changed	0.3	award__award_category__nominees-award__award_nomination__award_nominee	f1	0.4
50changed	0.3	influence__influence_node__influenced_by	precision	None
50changed	0.3	influence__influence_node__influenced_by	recall	0.0
50changed	0.3	influence__influence_node__influenced_by	f1	None
50changed	0.3	olympics__olympic_participating_country__medals_won-olympics__olympic_medal_honor__olympics	precision	1.0
50changed	0.3	olympics__olympic_participating_country__medals_won-olympics__olympic_medal_honor__olympics	recall	1.0
50changed	0.3	olympics__olympic_participating_country__medals_won-olympics__olympic_medal_honor__olympics	f1	1.0
50changed	0.3	military__military_conflict__commanders-military__military_command__military_commander	precision	1.0
50changed	0.3	military__military_conflict__commanders-military__military_command__military_commander	recall	1.0
50changed	0.3	military__military_conflict__commanders-military__military_command__military_commander	f1	1.0
50changed	0.3	music__performance_role__regular_performances-music__group_membership__group	precision	1.0
50changed	0.3	music__performance_role__regular_performances-music__group_membership__group	recall	1.0
50changed	0.3	music__performance_role__regular_performances-music__group_membership__group	f1	1.0
50changed	0.3	music__genre__subgenre	precision	1.0
50changed	0.3	music__genre__subgenre	recall	1.0
50changed	0.3	music__genre__subgenre	f1	1.0
50changed	0.3	tv__tv_program__recurring_writers-tv__tv_program_writer_relationship__writer	precision	1.0
50changed	0.3	tv__tv_program__recurring_writers-tv__tv_program_writer_relationship__writer	recall	1.0
50changed	0.3	tv__tv_program__recurring_writers-tv__tv_program_writer_relationship__writer	f1	1.0
50changed	0.3	olympics__olympic_participating_country__medals_won-olympics__olympic_medal_honor__medal	precision	0.0
50changed	0.3	olympics__olympic_participating_country__medals_won-olympics__olympic_medal_honor__medal	recall	None
50changed	0.3	olympics__olympic_participating_country__medals_won-olympics__olympic_medal_honor__medal	f1	None
50changed	0.3	award__award_nominee__award_nominations-award__award_nomination__nominated_for	precision	None
50changed	0.3	award__award_nominee__award_nominations-award__award_nomination__nominated_for	recall	0.0
50changed	0.3	award__award_nominee__award_nominations-award__award_nomination__nominated_for	f1	None
50changed	0.3	music__artist__label	precision	0.5
50changed	0.3	music__artist__label	recall	1.0
50changed	0.3	music__artist__label	f1	0.6666666666666666
50changed	0.3	soccer__football_team__current_roster-soccer__football_roster_position__position	precision	None
50changed	0.3	soccer__football_team__current_roster-soccer__football_roster_position__position	recall	None
50changed	0.3	soccer__football_team__current_roster-soccer__football_roster_position__position	f1	None
50changed	0.3	location__statistical_region__gdp_nominal-measurement_unit__dated_money_value__currency	precision	None
50changed	0.3	location__statistical_region__gdp_nominal-measurement_unit__dated_money_value__currency	recall	None
50changed	0.3	location__statistical_region__gdp_nominal-measurement_unit__dated_money_value__currency	f1	None
50changed	0.3	american_football__football_player__former_teams-sports__sports_team_roster__team	precision	None
50changed	0.3	american_football__football_player__former_teams-sports__sports_team_roster__team	recall	None
50changed	0.3	american_football__football_player__former_teams-sports__sports_team_roster__team	f1	None
50changed	0.3	film__writer__film	precision	None
50changed	0.3	film__writer__film	recall	None
50changed	0.3	film__writer__film	f1	None
50changed	0.3	film__film_genre__films_in_this_genre	precision	1.0
50changed	0.3	film__film_genre__films_in_this_genre	recall	1.0
50changed	0.3	film__film_genre__films_in_this_genre	f1	1.0
50changed	0.3	government__legislative_session__members-government__government_position_held__legislative_sessions	precision	0.0
50changed	0.3	government__legislative_session__members-government__government_position_held__legislative_sessions	recall	None
50changed	0.3	government__legislative_session__members-government__government_position_held__legislative_sessions	f1	None
50changed	0.3	military__military_conflict__combatants-military__military_combatant_group__combatants	precision	0.0
50changed	0.3	military__military_conflict__combatants-military__military_combatant_group__combatants	recall	None
50changed	0.3	military__military_conflict__combatants-military__military_combatant_group__combatants	f1	None
50changed	0.3	music__musical_group__member-music__group_membership__role	precision	0.0
50changed	0.3	music__musical_group__member-music__group_membership__role	recall	None
50changed	0.3	music__musical_group__member-music__group_membership__role	f1	None
50changed	0.3	location__location__time_zones	precision	1.0
50changed	0.3	location__location__time_zones	recall	1.0
50changed	0.3	location__location__time_zones	f1	1.0
50changed	0.3	location__statistical_region__religions-location__religion_percentage__religion	precision	None
50changed	0.3	location__statistical_region__religions-location__religion_percentage__religion	recall	0.0
50changed	0.3	location__statistical_region__religions-location__religion_percentage__religion	f1	None
50changed	0.3	music__performance_role__track_performances-music__track_contribution__contributor	precision	None
50changed	0.3	music__performance_role__track_performances-music__track_contribution__contributor	recall	None
50changed	0.3	music__performance_role__track_performances-music__track_contribution__contributor	f1	None
50changed	0.3	base__schemastaging__organization_extra__phone_number-base__schemastaging__phone_sandbox__contact_category	precision	1.0
50changed	0.3	base__schemastaging__organization_extra__phone_number-base__schemastaging__phone_sandbox__contact_category	recall	1.0
50changed	0.3	base__schemastaging__organization_extra__phone_number-base__schemastaging__phone_sandbox__contact_category	f1	1.0
50changed	0.3	award__award_category__winners-award__award_honor__award_winner	precision	0.0
50changed	0.3	award__award_category__winners-award__award_honor__award_winner	recall	None
50changed	0.3	award__award_category__winners-award__award_honor__award_winner	f1	None
50changed	0.3	music__performance_role__guest_performances-music__recording_contribution__performance_role	precision	1.0
50changed	0.3	music__performance_role__guest_performances-music__recording_contribution__performance_role	recall	1.0
50changed	0.3	music__performance_role__guest_performances-music__recording_contribution__performance_role	f1	1.0
50changed	0.3	people__profession__people_with_this_profession	precision	1.0
50changed	0.3	people__profession__people_with_this_profession	recall	1.0
50changed	0.3	people__profession__people_with_this_profession	f1	1.0
50changed	0.3	people__person__employment_history-business__employment_tenure__company	precision	1.0
50changed	0.3	people__person__employment_history-business__employment_tenure__company	recall	1.0
50changed	0.3	people__person__employment_history-business__employment_tenure__company	f1	1.0
50changed	0.3	film__film__country	precision	1.0
50changed	0.3	film__film__country	recall	1.0
50changed	0.3	film__film__country	f1	1.0
50changed	0.3	military__military_conflict__commanders-military__military_command__military_combatant	precision	1.0
50changed	0.3	military__military_conflict__commanders-military__military_command__military_combatant	recall	1.0
50changed	0.3	military__military_conflict__commanders-military__military_command__military_combatant	f1	1.0
50changed	0.3	award__award_winning_work__awards_won-award__award_honor__award_winner	precision	None
50changed	0.3	award__award_winning_work__awards_won-award__award_honor__award_winner	recall	None
50changed	0.3	award__award_winning_work__awards_won-award__award_honor__award_winner	f1	None
50changed	0.3	olympics__olympic_games__participating_countries	precision	1.0
50changed	0.3	olympics__olympic_games__participating_countries	recall	1.0
50changed	0.3	olympics__olympic_games__participating_countries	f1	1.0
50changed	0.3	media_common__adaptation__adapted_from	precision	1.0
50changed	0.3	media_common__adaptation__adapted_from	recall	1.0
50changed	0.3	media_common__adaptation__adapted_from	f1	1.0
50changed	0.3	people__person__education-education__education__institution	precision	1.0
50changed	0.3	people__person__education-education__education__institution	recall	1.0
50changed	0.3	people__person__education-education__education__institution	f1	1.0
50changed	0.3	award__award_category__winners-award__award_honor__ceremony	precision	None
50changed	0.3	award__award_category__winners-award__award_honor__ceremony	recall	None
50changed	0.3	award__award_category__winners-award__award_honor__ceremony	f1	None
50changed	0.3	film__film__genre	precision	1.0
50changed	0.3	film__film__genre	recall	0.3333333333333333
50changed	0.3	film__film__genre	f1	0.5
50changed	0.3	people__person__nationality	precision	1.0
50changed	0.3	people__person__nationality	recall	1.0
50changed	0.3	people__person__nationality	f1	1.0
50changed	0.3	base__marchmadness__ncaa_basketball_tournament__seeds-base__marchmadness__ncaa_tournament_seed__team	precision	None
50changed	0.3	base__marchmadness__ncaa_basketball_tournament__seeds-base__marchmadness__ncaa_tournament_seed__team	recall	None
50changed	0.3	base__marchmadness__ncaa_basketball_tournament__seeds-base__marchmadness__ncaa_tournament_seed__team	f1	None
50changed	0.3	base__popstra__celebrity__friendship-base__popstra__friendship__participant	precision	1.0
50changed	0.3	base__popstra__celebrity__friendship-base__popstra__friendship__participant	recall	1.0
50changed	0.3	base__popstra__celebrity__friendship-base__popstra__friendship__participant	f1	1.0
50changed	0.3	location__location__events	precision	None
50changed	0.3	location__location__events	recall	None
50changed	0.3	location__location__events	f1	None
50changed	0.3	film__film__film_format	precision	1.0
50changed	0.3	film__film__film_format	recall	1.0
50changed	0.3	film__film__film_format	f1	1.0
50changed	0.3	location__location__contains	precision	1.0
50changed	0.3	location__location__contains	recall	0.6666666666666666
50changed	0.3	location__location__contains	f1	0.8
50changed	0.3	people__person__spouse_s-people__marriage__location_of_ceremony	precision	None
50changed	0.3	people__person__spouse_s-people__marriage__location_of_ceremony	recall	None
50changed	0.3	people__person__spouse_s-people__marriage__location_of_ceremony	f1	None
50changed	0.3	location__administrative_division__country	precision	None
50changed	0.3	location__administrative_division__country	recall	None
50changed	0.3	location__administrative_division__country	f1	None
50changed	0.3	people__person__gender	precision	1.0
50changed	0.3	people__person__gender	recall	1.0
50changed	0.3	people__person__gender	f1	1.0
50changed	0.3	government__governmental_jurisdiction__governing_officials-government__government_position_held__legislative_sessions	precision	None
50changed	0.3	government__governmental_jurisdiction__governing_officials-government__government_position_held__legislative_sessions	recall	None
50changed	0.3	government__governmental_jurisdiction__governing_officials-government__government_position_held__legislative_sessions	f1	None
50changed	0.3	film__film__release_date_s-film__film_regional_release_date__film_release_region	precision	1.0
50changed	0.3	film__film__release_date_s-film__film_regional_release_date__film_release_region	recall	1.0
50changed	0.3	film__film__release_date_s-film__film_regional_release_date__film_release_region	f1	1.0
50changed	0.3	sports__sports_team__roster-american_football__football_historical_roster_position__position_s	precision	None
50changed	0.3	sports__sports_team__roster-american_football__football_historical_roster_position__position_s	recall	None
50changed	0.3	sports__sports_team__roster-american_football__football_historical_roster_position__position_s	f1	None
